time,temperature_forecast,humidity_forecast,windspeed_forecast,sw_radiation_forecast,cloud_cover_forecast,precipitation_forecast,apparent_temperature_forecast
2022-11-30 04:00:00+00:00,6.3,96,1.4,0.0,100,0.0,5.1
2022-11-30 05:00:00+00:00,6.4,96,1.9,0.0,93,0.0,5.1
2022-11-30 06:00:00+00:00,5.8,97,3.9,0.0,62,0.0,4.1
2022-11-30 07:00:00+00:00,5.4,98,3.1,0.0,86,0.0,3.7
2022-11-30 08:00:00+00:00,5.2,98,3.4,1.0,83,0.0,3.5
2022-11-30 09:00:00+00:00,5.7,98,1.8,41.0,100,0.0,4.4
2022-11-30 10:00:00+00:00,6.7,95,1.5,82.0,100,0.0,5.5
2022-11-30 11:00:00+00:00,7.4,90,2.2,102.0,100,0.0,6.1
2022-11-30 12:00:00+00:00,8.3,84,3.3,154.0,87,0.0,6.8
2022-11-30 13:00:00+00:00,8.8,80,4.2,132.0,100,0.0,7.1
2022-11-30 14:00:00+00:00,8.9,81,2.7,115.0,63,0.0,7.4
2022-11-30 15:00:00+00:00,8.7,82,1.4,96.0,42,0.0,7.4
2022-11-30 16:00:00+00:00,7.9,86,1.8,21.0,100,0.0,6.6
2022-11-30 17:00:00+00:00,7.4,89,3.4,0.0,100,0.0,5.8
2022-11-30 18:00:00+00:00,7.0,95,3.0,0.0,77,0.0,5.7
2022-11-30 19:00:00+00:00,6.9,95,3.1,0.0,64,0.0,5.5
2022-11-30 20:00:00+00:00,6.2,97,2.1,0.0,76,0.0,4.9
2022-11-30 21:00:00+00:00,6.2,98,3.2,0.0,100,0.0,4.8
2022-11-30 22:00:00+00:00,6.2,98,3.6,0.0,96,0.0,4.7
2022-11-30 23:00:00+00:00,6.3,98,4.8,0.0,94,0.0,4.6
2022-12-01 00:00:00+00:00,6.6,97,6.1,0.0,95,0.0,4.8
2022-12-01 01:00:00+00:00,6.5,98,4.9,0.0,85,0.0,4.8
2022-12-01 02:00:00+00:00,6.1,98,5.9,0.0,90,0.0,4.3
2022-12-01 03:00:00+00:00,5.5,97,3.6,0.0,19,0.0,3.8
2022-12-01 04:00:00+00:00,4.5,99,3.3,0.0,57,0.0,2.7
2022-12-01 05:00:00+00:00,4.1,99,3.6,0.0,59,0.0,2.2
2022-12-01 06:00:00+00:00,4.3,96,3.7,0.0,26,0.0,2.3
2022-12-01 07:00:00+00:00,4.0,96,1.8,0.0,44,0.0,2.2
2022-12-01 08:00:00+00:00,4.1,95,3.8,1.0,55,0.0,2.1
2022-12-01 09:00:00+00:00,5.3,91,2.8,43.0,74,0.0,3.4
2022-12-01 10:00:00+00:00,6.0,87,3.9,122.0,43,0.0,4.1
2022-12-01 11:00:00+00:00,6.9,82,5.5,196.0,40,0.0,4.7
2022-12-01 12:00:00+00:00,7.6,80,5.7,245.0,0,0.0,5.4
2022-12-01 13:00:00+00:00,8.2,77,7.5,242.0,0,0.0,5.8
2022-12-01 14:00:00+00:00,8.3,75,6.8,191.0,0,0.0,6.0
2022-12-01 15:00:00+00:00,7.9,80,6.1,108.0,36,0.0,5.8
2022-12-01 16:00:00+00:00,7.0,84,5.4,21.0,63,0.0,4.9
2022-12-01 17:00:00+00:00,6.0,91,6.1,0.0,32,0.0,3.8
2022-12-01 18:00:00+00:00,5.1,95,6.6,0.0,60,0.0,2.8
2022-12-01 19:00:00+00:00,4.6,97,7.1,0.0,91,0.0,2.2
2022-12-01 20:00:00+00:00,4.6,98,8.0,0.0,100,0.0,2.1
2022-12-01 21:00:00+00:00,5.4,97,7.6,0.0,100,0.0,3.1
2022-12-01 22:00:00+00:00,5.6,96,6.0,0.0,100,0.0,3.6
2022-12-01 23:00:00+00:00,5.4,96,8.0,0.0,100,0.0,3.0
2022-12-02 00:00:00+00:00,5.5,94,7.2,0.0,96,0.0,3.1
2022-12-02 01:00:00+00:00,4.9,96,8.0,0.0,100,0.0,2.4
2022-12-02 02:00:00+00:00,4.5,98,7.4,0.0,100,0.0,2.0
2022-12-02 03:00:00+00:00,4.6,97,7.1,0.0,100,0.0,2.2
2022-12-02 04:00:00+00:00,4.7,95,8.0,0.0,100,0.0,2.1
2022-12-02 05:00:00+00:00,4.8,94,9.0,0.0,99,0.0,2.1
2022-12-02 06:00:00+00:00,4.7,93,8.9,0.0,94,0.0,1.9
2022-12-02 07:00:00+00:00,4.2,95,7.3,0.0,90,0.0,1.6
2022-12-02 08:00:00+00:00,4.0,95,8.2,0.0,100,0.0,1.3
2022-12-02 09:00:00+00:00,4.8,92,11.5,26.0,99,0.0,1.6
2022-12-02 10:00:00+00:00,5.4,90,9.4,67.0,98,0.0,2.6
2022-12-02 11:00:00+00:00,6.0,87,8.6,83.0,100,0.0,3.4
2022-12-02 12:00:00+00:00,6.8,87,9.1,91.0,72,0.0,4.3
2022-12-02 13:00:00+00:00,7.4,84,11.2,131.0,99,0.0,4.5
2022-12-02 14:00:00+00:00,7.6,85,11.9,101.0,100,0.0,4.7
2022-12-02 15:00:00+00:00,7.8,80,11.5,58.0,86,0.0,4.9
2022-12-02 16:00:00+00:00,7.0,78,10.0,16.0,54,0.0,4.1
2022-12-02 17:00:00+00:00,6.3,82,10.7,0.0,62,0.0,3.3
2022-12-02 18:00:00+00:00,6.4,80,12.9,0.0,89,0.0,2.9
2022-12-02 19:00:00+00:00,6.2,83,13.4,0.0,100,0.0,2.8
2022-12-02 20:00:00+00:00,6.1,82,13.4,0.0,100,0.0,2.6
2022-12-02 21:00:00+00:00,6.1,82,14.5,0.0,100,0.0,2.4
2022-12-02 22:00:00+00:00,5.9,83,14.0,0.0,90,0.0,2.3
2022-12-02 23:00:00+00:00,5.9,81,14.9,0.0,100,0.0,2.1
2022-12-03 00:00:00+00:00,5.6,76,16.1,0.0,64,0.0,1.4
2022-12-03 01:00:00+00:00,5.4,78,16.3,0.0,100,0.0,1.3
2022-12-03 02:00:00+00:00,5.5,78,16.5,0.0,100,0.0,1.3
2022-12-03 03:00:00+00:00,5.5,79,16.8,0.0,100,0.0,1.3
2022-12-03 04:00:00+00:00,4.9,80,16.4,0.0,70,0.0,0.7
2022-12-03 05:00:00+00:00,4.9,80,13.5,0.0,100,0.0,1.1
2022-12-03 06:00:00+00:00,4.9,81,12.9,0.0,100,0.0,1.2
2022-12-03 07:00:00+00:00,5.0,82,10.6,0.0,100,0.0,1.7
2022-12-03 08:00:00+00:00,5.1,83,10.6,0.0,100,0.0,1.9
2022-12-03 09:00:00+00:00,5.4,84,11.2,11.0,94,0.0,2.2
2022-12-03 10:00:00+00:00,6.0,83,11.9,56.0,96,0.0,2.8
2022-12-03 11:00:00+00:00,6.7,83,12.7,127.0,94,0.0,3.5
2022-12-03 12:00:00+00:00,7.4,78,16.0,134.0,93,0.0,3.7
2022-12-03 13:00:00+00:00,7.6,76,15.7,109.0,92,0.0,3.9
2022-12-03 14:00:00+00:00,7.6,73,16.3,144.0,93,0.0,3.7
2022-12-03 15:00:00+00:00,6.7,74,15.4,74.0,97,0.0,2.7
2022-12-03 16:00:00+00:00,6.3,77,13.5,11.0,100,0.0,2.6
2022-12-03 17:00:00+00:00,5.9,74,13.9,0.0,99,0.0,2.1
2022-12-03 18:00:00+00:00,5.9,77,11.5,0.0,100,0.0,2.5
2022-12-03 19:00:00+00:00,5.8,82,10.3,0.0,100,0.0,2.7
2022-12-03 20:00:00+00:00,5.7,82,10.5,0.0,100,0.1,2.5
2022-12-03 21:00:00+00:00,5.5,84,10.5,0.0,97,0.1,2.4
2022-12-03 22:00:00+00:00,5.3,83,12.0,0.0,96,0.0,1.9
2022-12-03 23:00:00+00:00,5.3,84,9.4,0.0,100,0.0,2.3
2022-12-04 00:00:00+00:00,5.1,83,13.3,0.0,93,0.0,1.5
2022-12-04 01:00:00+00:00,4.7,79,13.7,0.0,37,0.0,0.8
2022-12-04 02:00:00+00:00,4.5,79,13.1,0.0,100,0.0,0.7
2022-12-04 03:00:00+00:00,4.6,82,12.8,0.0,100,0.0,1.0
2022-12-04 04:00:00+00:00,4.7,83,10.7,0.0,100,0.0,1.3
2022-12-04 05:00:00+00:00,4.7,83,12.3,0.0,100,0.0,1.1
2022-12-04 06:00:00+00:00,4.7,87,12.0,0.0,100,0.1,1.3
2022-12-04 07:00:00+00:00,4.9,88,10.7,0.0,100,0.1,1.7
2022-12-04 08:00:00+00:00,5.0,82,10.2,0.0,100,0.1,1.8
2022-12-04 09:00:00+00:00,4.9,82,7.9,9.0,100,0.1,2.0
2022-12-04 10:00:00+00:00,4.9,84,7.8,30.0,100,0.1,2.0
2022-12-04 11:00:00+00:00,5.2,85,5.1,99.0,94,0.1,2.9
2022-12-04 12:00:00+00:00,5.9,76,15.5,67.0,100,0.0,1.9
2022-12-04 13:00:00+00:00,6.1,70,14.7,76.0,100,0.0,2.0
2022-12-04 14:00:00+00:00,6.1,68,18.0,83.0,100,0.0,1.4
2022-12-04 15:00:00+00:00,5.7,72,15.7,34.0,100,0.0,1.5
2022-12-04 16:00:00+00:00,5.1,75,16.4,8.0,100,0.0,0.7
2022-12-04 17:00:00+00:00,4.7,76,14.0,0.0,100,0.0,0.7
2022-12-04 18:00:00+00:00,4.5,78,13.0,0.0,100,0.0,0.7
2022-12-04 19:00:00+00:00,4.3,78,11.9,0.0,100,0.0,0.6
2022-12-04 20:00:00+00:00,4.0,80,13.4,0.0,100,0.0,0.1
2022-12-04 21:00:00+00:00,4.1,82,11.8,0.0,100,0.0,0.5
2022-12-04 22:00:00+00:00,4.2,80,11.3,0.0,100,0.0,0.6
2022-12-04 23:00:00+00:00,3.9,83,11.4,0.0,100,0.0,0.4
2022-12-05 00:00:00+00:00,4.0,89,10.2,0.0,100,0.0,0.8
2022-12-05 01:00:00+00:00,4.2,90,9.6,0.0,100,0.0,1.2
2022-12-05 02:00:00+00:00,4.6,88,11.2,0.0,100,0.0,1.3
2022-12-05 03:00:00+00:00,4.8,89,10.7,0.0,100,0.0,1.6
2022-12-05 04:00:00+00:00,5.0,87,11.7,0.0,100,0.0,1.7
2022-12-05 05:00:00+00:00,5.2,86,12.2,0.0,100,0.0,1.9
2022-12-05 06:00:00+00:00,5.6,88,10.8,0.0,95,0.0,2.5
2022-12-05 07:00:00+00:00,5.5,88,11.4,0.0,100,0.0,2.4
2022-12-05 08:00:00+00:00,5.5,88,11.7,0.0,100,0.0,2.4
2022-12-05 09:00:00+00:00,5.5,86,10.2,16.0,100,0.0,2.4
2022-12-05 10:00:00+00:00,5.9,84,9.4,73.0,100,0.0,3.0
2022-12-05 11:00:00+00:00,6.5,82,11.2,68.0,100,0.0,3.4
2022-12-05 12:00:00+00:00,7.1,81,11.3,103.0,100,0.0,4.1
2022-12-05 13:00:00+00:00,7.4,82,11.7,67.0,100,0.0,4.4
2022-12-05 14:00:00+00:00,7.8,80,10.7,84.0,100,0.0,4.9
2022-12-05 15:00:00+00:00,7.5,83,10.8,36.0,97,0.0,4.7
2022-12-05 16:00:00+00:00,7.2,84,9.4,9.0,100,0.0,4.5
2022-12-05 17:00:00+00:00,7.0,87,10.5,0.0,100,0.0,4.3
2022-12-05 18:00:00+00:00,7.0,86,11.6,0.0,100,0.0,4.1
2022-12-05 19:00:00+00:00,6.8,86,9.4,0.0,100,0.0,4.2
2022-12-05 20:00:00+00:00,6.7,86,8.8,0.0,100,0.0,4.1
2022-12-05 21:00:00+00:00,6.4,86,9.3,0.0,100,0.0,3.6
2022-12-05 22:00:00+00:00,6.1,86,8.8,0.0,100,0.0,3.4
2022-12-05 23:00:00+00:00,5.9,87,6.8,0.0,100,0.0,3.5
2022-12-06 00:00:00+00:00,5.8,85,7.6,0.0,100,0.0,3.2
2022-12-06 01:00:00+00:00,5.6,85,6.9,0.0,100,0.0,3.0
2022-12-06 02:00:00+00:00,5.2,86,6.2,0.0,81,0.0,2.7
2022-12-06 03:00:00+00:00,4.6,89,6.8,0.0,93,0.0,2.0
2022-12-06 04:00:00+00:00,4.2,92,7.2,0.0,77,0.0,1.6
2022-12-06 05:00:00+00:00,3.8,92,5.7,0.0,61,0.0,1.3
2022-12-06 06:00:00+00:00,3.4,95,5.7,0.0,62,0.0,0.9
2022-12-06 07:00:00+00:00,3.2,95,5.7,0.0,57,0.0,0.6
2022-12-06 08:00:00+00:00,2.9,94,3.9,0.0,46,0.0,0.6
2022-12-06 09:00:00+00:00,2.9,94,5.9,39.0,3,0.0,0.2
2022-12-06 10:00:00+00:00,3.3,92,9.5,123.0,84,0.0,0.1
2022-12-06 11:00:00+00:00,3.9,86,7.0,171.0,60,0.0,1.1
2022-12-06 12:00:00+00:00,5.2,77,7.6,233.0,8,0.0,2.3
2022-12-06 13:00:00+00:00,5.8,75,6.2,234.0,0,0.0,3.1
2022-12-06 14:00:00+00:00,5.9,75,9.3,186.0,0,0.0,2.8
2022-12-06 15:00:00+00:00,5.7,76,9.0,102.0,19,0.0,2.5
2022-12-06 16:00:00+00:00,4.7,83,7.1,19.0,20,0.0,1.9
2022-12-06 17:00:00+00:00,4.4,88,6.7,0.0,95,0.0,1.7
2022-12-06 18:00:00+00:00,4.6,88,8.1,0.0,97,0.0,1.8
2022-12-06 19:00:00+00:00,4.6,89,6.6,0.0,97,0.0,2.0
2022-12-06 20:00:00+00:00,4.6,90,7.4,0.0,96,0.0,1.9
2022-12-06 21:00:00+00:00,4.9,89,8.2,0.0,97,0.0,2.1
2022-12-06 22:00:00+00:00,4.4,89,8.0,0.0,92,0.0,1.6
2022-12-06 23:00:00+00:00,3.9,92,7.4,0.0,82,0.0,1.1
2022-12-07 00:00:00+00:00,3.6,93,7.4,0.0,59,0.0,0.8
2022-12-07 01:00:00+00:00,3.1,94,7.1,0.0,86,0.0,0.4
2022-12-07 02:00:00+00:00,2.9,94,6.7,0.0,100,0.0,0.2
2022-12-07 03:00:00+00:00,3.1,95,10.1,0.0,98,0.0,-0.1
2022-12-07 04:00:00+00:00,2.8,95,8.9,0.0,96,0.0,-0.2
2022-12-07 05:00:00+00:00,2.6,94,9.3,0.0,100,0.0,-0.5
2022-12-07 06:00:00+00:00,2.8,93,9.5,0.0,100,0.0,-0.4
2022-12-07 07:00:00+00:00,2.6,93,7.9,0.0,100,0.0,-0.4
2022-12-07 08:00:00+00:00,2.6,92,9.4,0.0,100,0.0,-0.7
2022-12-07 09:00:00+00:00,2.6,89,9.2,21.0,95,0.0,-0.7
2022-12-07 10:00:00+00:00,2.6,87,7.7,80.0,90,0.0,-0.5
2022-12-07 11:00:00+00:00,3.1,83,10.4,142.0,76,0.0,-0.5
2022-12-07 12:00:00+00:00,4.2,79,11.6,177.0,95,0.0,0.5
2022-12-07 13:00:00+00:00,4.8,76,11.9,139.0,86,0.0,1.1
2022-12-07 14:00:00+00:00,5.0,74,10.7,121.0,90,0.0,1.4
2022-12-07 15:00:00+00:00,4.5,77,8.9,71.0,63,0.0,1.2
2022-12-07 16:00:00+00:00,3.7,81,8.2,18.0,68,0.0,0.5
2022-12-07 17:00:00+00:00,3.0,85,6.8,0.0,45,0.0,0.0
2022-12-07 18:00:00+00:00,2.3,87,6.6,0.0,60,0.0,-0.7
2022-12-07 19:00:00+00:00,1.8,89,6.5,0.0,0,0.0,-1.3
2022-12-07 20:00:00+00:00,1.3,91,6.5,0.0,0,0.0,-1.8
2022-12-07 21:00:00+00:00,0.9,92,6.5,0.0,0,0.0,-2.2
2022-12-07 22:00:00+00:00,0.6,93,6.8,0.0,0,0.0,-2.6
2022-12-07 23:00:00+00:00,0.4,92,7.2,0.0,0,0.0,-2.9
2022-12-08 00:00:00+00:00,-0.1,93,7.6,0.0,0,0.0,-3.4
2022-12-08 01:00:00+00:00,-0.3,93,6.5,0.0,0,0.0,-3.6
2022-12-08 02:00:00+00:00,-0.5,92,6.3,0.0,0,0.0,-3.8
2022-12-08 03:00:00+00:00,-1.1,93,6.9,0.0,6,0.0,-4.5
2022-12-08 04:00:00+00:00,-1.2,93,5.8,0.0,5,0.0,-4.5
2022-12-08 05:00:00+00:00,-1.4,93,6.6,0.0,0,0.0,-4.8
2022-12-08 06:00:00+00:00,-1.8,93,7.2,0.0,0,0.0,-5.3
2022-12-08 07:00:00+00:00,-1.9,93,6.5,0.0,0,0.0,-5.4
2022-12-08 08:00:00+00:00,-2.0,93,6.1,0.0,0,0.0,-5.4
2022-12-08 09:00:00+00:00,-1.9,92,6.6,37.0,4,0.0,-5.4
2022-12-08 10:00:00+00:00,-1.1,88,5.8,128.0,18,0.0,-4.5
2022-12-08 11:00:00+00:00,-0.3,84,5.7,195.0,42,0.0,-3.6
2022-12-08 12:00:00+00:00,0.9,78,7.1,237.0,0,0.0,-2.6
2022-12-08 13:00:00+00:00,1.8,75,7.6,235.0,0,0.0,-1.7
2022-12-08 14:00:00+00:00,2.4,73,6.9,188.0,0,0.0,-1.0
2022-12-08 15:00:00+00:00,2.9,74,6.4,106.0,0,0.0,-0.4
2022-12-08 16:00:00+00:00,2.0,78,4.4,20.0,0,0.0,-1.0
2022-12-08 17:00:00+00:00,1.2,82,5.0,0.0,0,0.0,-1.9
2022-12-08 18:00:00+00:00,0.3,85,5.0,0.0,0,0.0,-2.8
2022-12-08 19:00:00+00:00,-0.1,86,5.2,0.0,0,0.0,-3.3
2022-12-08 20:00:00+00:00,-0.4,86,4.2,0.0,0,0.0,-3.4
2022-12-08 21:00:00+00:00,-0.9,84,4.3,0.0,20,0.0,-4.1
2022-12-08 22:00:00+00:00,-1.3,85,5.1,0.0,0,0.0,-4.6
2022-12-08 23:00:00+00:00,-1.6,87,5.1,0.0,0,0.0,-4.9
